TestsAffected, AS, LocationCode, Start, End, URL
365, AS10796x, naustxpharr, 2011-08-01, 2013-11-01, https://viz.measurementlab.net/location/naustxpharr?aggr=month&isps=AS10796x&start=2010-08-01&end=2013-11-01
365, AS11486x, nausrilincoln, 2016-12-01, 2018-09-01, https://viz.measurementlab.net/location/nausrilincoln?aggr=month&isps=AS11486x&start=2015-12-01&end=2018-09-01
365, AS13041, eu, 2014-04-01, 2016-11-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS13041&start=2013-04-01&end=2016-11-01
365, AS15311, sa, 2016-11-01, 2018-04-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS15311&start=2015-11-01&end=2018-04-01
365, AS197830, as, 2016-04-01, 2018-08-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS197830&start=2015-04-01&end=2018-08-01
365, AS21627, naus, 2013-01-01, 2016-12-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS21627&start=2012-01-01&end=2016-12-01
365, AS22381, sabr, 2015-03-01, 2017-06-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS22381&start=2014-03-01&end=2017-06-01
365, AS2860, eupt17riotinto, 2011-03-01, 2013-02-01, https://viz.measurementlab.net/location/eupt17riotinto?aggr=month&isps=AS2860&start=2010-03-01&end=2013-02-01
365, AS31793, na, 2012-12-01, 2017-06-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS31793&start=2011-12-01&end=2017-06-01
365, AS6389, nausflpanamacity, 2015-11-01, 2018-06-01, https://viz.measurementlab.net/location/nausflpanamacity?aggr=month&isps=AS6389&start=2014-11-01&end=2018-06-01
365, AS7029, naustnmurfreesboro, 2017-02-01, 2019-02-01, https://viz.measurementlab.net/location/naustnmurfreesboro?aggr=month&isps=AS7029&start=2016-02-01&end=2019-02-01
365, AS9694, askr, 2011-10-01, 2013-05-01, https://viz.measurementlab.net/location/askr?aggr=month&isps=AS9694&start=2010-10-01&end=2013-05-01
366, AS10796x, nausmestandish, 2016-04-01, 2018-03-01, https://viz.measurementlab.net/location/nausmestandish?aggr=month&isps=AS10796x&start=2015-04-01&end=2018-03-01
366, AS11486x, nausmarevere, 2015-12-01, 2018-08-01, https://viz.measurementlab.net/location/nausmarevere?aggr=month&isps=AS11486x&start=2014-12-01&end=2018-08-01
366, AS13367x, nauscamilpitas, 2012-01-01, 2015-07-01, https://viz.measurementlab.net/location/nauscamilpitas?aggr=month&isps=AS13367x&start=2011-01-01&end=2015-07-01
366, AS17573, as, 2013-01-01, 2015-09-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS17573&start=2012-01-01&end=2015-09-01
366, AS17871, as, 2015-07-01, 2017-09-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS17871&start=2014-07-01&end=2017-09-01
366, AS20115, naustnashlandcity, 2016-04-01, 2018-03-01, https://viz.measurementlab.net/location/naustnashlandcity?aggr=month&isps=AS20115&start=2015-04-01&end=2018-03-01
366, AS2518, asjp25, 2016-09-01, 2019-04-01, https://viz.measurementlab.net/location/asjp25?aggr=month&isps=AS2518&start=2015-09-01&end=2019-04-01
366, AS30023, na, 2015-10-01, 2017-09-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS30023&start=2014-10-01&end=2017-09-01
366, AS38680, askr, 2016-05-01, 2018-04-01, https://viz.measurementlab.net/location/askr?aggr=month&isps=AS38680&start=2015-05-01&end=2018-04-01
366, AS46699, naustxhouston, 2015-06-01, 2018-08-01, https://viz.measurementlab.net/location/naustxhouston?aggr=month&isps=AS46699&start=2014-06-01&end=2018-08-01
367, AS10796x, naustxweslaco, 2011-09-01, 2015-09-01, https://viz.measurementlab.net/location/naustxweslaco?aggr=month&isps=AS10796x&start=2010-09-01&end=2015-09-01
367, AS11486x, nausnyblauvelt, 2017-04-01, 2018-10-01, https://viz.measurementlab.net/location/nausnyblauvelt?aggr=month&isps=AS11486x&start=2016-04-01&end=2018-10-01
367, AS13367x, nauspagreensburg, 2014-05-01, 2016-04-01, https://viz.measurementlab.net/location/nauspagreensburg?aggr=month&isps=AS13367x&start=2013-05-01&end=2016-04-01
367, AS13367x, naustxbaytown, 2012-07-01, 2014-07-01, https://viz.measurementlab.net/location/naustxbaytown?aggr=month&isps=AS13367x&start=2011-07-01&end=2014-07-01
367, AS14203, nausca, 2015-01-01, 2019-01-01, https://viz.measurementlab.net/location/nausca?aggr=month&isps=AS14203&start=2014-01-01&end=2019-01-01
367, AS17871, askr, 2011-01-01, 2012-09-01, https://viz.measurementlab.net/location/askr?aggr=month&isps=AS17871&start=2010-01-01&end=2012-09-01
367, AS21513, nacaontoronto, 2016-09-01, 2018-08-01, https://viz.measurementlab.net/location/nacaontoronto?aggr=month&isps=AS21513&start=2015-09-01&end=2018-08-01
367, AS21586, nausks, 2015-05-01, 2019-04-01, https://viz.measurementlab.net/location/nausks?aggr=month&isps=AS21586&start=2014-05-01&end=2019-04-01
367, AS22174, na, 2014-08-01, 2018-02-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS22174&start=2013-08-01&end=2018-02-01
367, AS26891, naus, 2012-09-01, 2017-01-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS26891&start=2011-09-01&end=2017-01-01
367, AS27370, nausma, 2016-07-01, 2018-09-01, https://viz.measurementlab.net/location/nausma?aggr=month&isps=AS27370&start=2015-07-01&end=2018-09-01
367, AS6389, nausmsmeridian, 2016-03-01, 2018-12-01, https://viz.measurementlab.net/location/nausmsmeridian?aggr=month&isps=AS6389&start=2015-03-01&end=2018-12-01
368, AS10774x, nauscaorange, 2012-07-01, 2015-08-01, https://viz.measurementlab.net/location/nauscaorange?aggr=month&isps=AS10774x&start=2011-07-01&end=2015-08-01
368, AS10774x, nausmsclarksdale, 2016-05-01, 2018-06-01, https://viz.measurementlab.net/location/nausmsclarksdale?aggr=month&isps=AS10774x&start=2015-05-01&end=2018-06-01
368, AS13178, eu, 2016-03-01, 2018-05-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS13178&start=2015-03-01&end=2018-05-01
368, AS13367x, nausmafoxboro, 2013-07-01, 2016-10-01, https://viz.measurementlab.net/location/nausmafoxboro?aggr=month&isps=AS13367x&start=2012-07-01&end=2016-10-01
368, AS13977, nausmeauburn, 2012-10-01, 2018-05-01, https://viz.measurementlab.net/location/nausmeauburn?aggr=month&isps=AS13977&start=2011-10-01&end=2018-05-01
368, AS22734, naus, 2012-09-01, 2018-06-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS22734&start=2011-09-01&end=2018-06-01
368, AS25540, eufr, 2014-09-01, 2018-11-01, https://viz.measurementlab.net/location/eufr?aggr=month&isps=AS25540&start=2013-09-01&end=2018-11-01
368, AS2572, na, 2013-06-01, 2015-06-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS2572&start=2012-06-01&end=2015-06-01
368, AS26127x, nausnypittsford, 2014-06-01, 2018-04-01, https://viz.measurementlab.net/location/nausnypittsford?aggr=month&isps=AS26127x&start=2013-06-01&end=2018-04-01
368, AS2675, naca, 2016-06-01, 2018-05-01, https://viz.measurementlab.net/location/naca?aggr=month&isps=AS2675&start=2015-06-01&end=2018-05-01
368, AS29774, nauswa, 2017-02-01, 2019-01-01, https://viz.measurementlab.net/location/nauswa?aggr=month&isps=AS29774&start=2016-02-01&end=2019-01-01
368, AS31305, euua, 2017-03-01, 2019-02-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS31305&start=2016-03-01&end=2019-02-01
368, AS577, nacaonfergus, 2015-09-01, 2018-11-01, https://viz.measurementlab.net/location/nacaonfergus?aggr=month&isps=AS577&start=2014-09-01&end=2018-11-01
368, AS6128, nausnjhaskell, 2015-08-01, 2019-02-01, https://viz.measurementlab.net/location/nausnjhaskell?aggr=month&isps=AS6128&start=2014-08-01&end=2019-02-01
368, AS7029, nausgaathens, 2016-05-01, 2019-01-01, https://viz.measurementlab.net/location/nausgaathens?aggr=month&isps=AS7029&start=2015-05-01&end=2019-01-01
368, AS7029, nauskywilmore, 2015-08-01, 2018-12-01, https://viz.measurementlab.net/location/nauskywilmore?aggr=month&isps=AS7029&start=2014-08-01&end=2018-12-01
369, AS10796x, nausohenglewood, 2012-11-01, 2017-03-01, https://viz.measurementlab.net/location/nausohenglewood?aggr=month&isps=AS10796x&start=2011-11-01&end=2017-03-01
369, AS14235, nausnmsantafe, 2016-09-01, 2018-12-01, https://viz.measurementlab.net/location/nausnmsantafe?aggr=month&isps=AS14235&start=2015-09-01&end=2018-12-01
369, AS14615, naus, 2013-07-01, 2015-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS14615&start=2012-07-01&end=2015-04-01
369, AS20115, nausmimiddleville, 2016-05-01, 2019-03-01, https://viz.measurementlab.net/location/nausmimiddleville?aggr=month&isps=AS20115&start=2015-05-01&end=2019-03-01
369, AS20115, nausmosaintegenevieve, 2013-04-01, 2018-04-01, https://viz.measurementlab.net/location/nausmosaintegenevieve?aggr=month&isps=AS20115&start=2012-04-01&end=2018-04-01
369, AS22302, nausnyravena, 2016-05-01, 2018-06-01, https://viz.measurementlab.net/location/nausnyravena?aggr=month&isps=AS22302&start=2015-05-01&end=2018-06-01
369, AS30187, na, 2016-04-01, 2019-03-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS30187&start=2015-04-01&end=2019-03-01
369, AS31983, nacaonkingston, 2013-03-01, 2015-02-01, https://viz.measurementlab.net/location/nacaonkingston?aggr=month&isps=AS31983&start=2012-03-01&end=2015-02-01
369, AS43667, eu, 2015-09-01, 2017-06-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS43667&start=2014-09-01&end=2017-06-01
369, AS9946, askr, 2016-02-01, 2019-03-01, https://viz.measurementlab.net/location/askr?aggr=month&isps=AS9946&start=2015-02-01&end=2019-03-01
370, AS10796x, nausohcarey, 2015-06-01, 2019-04-01, https://viz.measurementlab.net/location/nausohcarey?aggr=month&isps=AS10796x&start=2014-06-01&end=2019-04-01
370, AS23155, nausilredbud, 2016-10-01, 2018-07-01, https://viz.measurementlab.net/location/nausilredbud?aggr=month&isps=AS23155&start=2015-10-01&end=2018-07-01
370, AS25892, nausca, 2017-01-01, 2018-12-01, https://viz.measurementlab.net/location/nausca?aggr=month&isps=AS25892&start=2016-01-01&end=2018-12-01
370, AS2860, eupt17amarante, 2012-01-01, 2017-02-01, https://viz.measurementlab.net/location/eupt17amarante?aggr=month&isps=AS2860&start=2011-01-01&end=2017-02-01
370, AS33302, na, 2016-04-01, 2018-03-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS33302&start=2015-04-01&end=2018-03-01
370, AS35297, euua, 2015-11-01, 2018-03-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS35297&start=2014-11-01&end=2018-03-01
370, AS39180, eufr, 2017-05-01, 2019-04-01, https://viz.measurementlab.net/location/eufr?aggr=month&isps=AS39180&start=2016-05-01&end=2019-04-01
370, AS53132, sa, 2013-09-01, 2018-06-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS53132&start=2012-09-01&end=2018-06-01
370, AS577, nacaonstoneycreek, 2014-09-01, 2016-12-01, https://viz.measurementlab.net/location/nacaonstoneycreek?aggr=month&isps=AS577&start=2013-09-01&end=2016-12-01
370, AS9698, askr, 2014-01-01, 2015-09-01, https://viz.measurementlab.net/location/askr?aggr=month&isps=AS9698&start=2013-01-01&end=2015-09-01
371, AS11090, na, 2013-07-01, 2016-05-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS11090&start=2012-07-01&end=2016-05-01
371, AS15003, nausny, 2014-08-01, 2016-12-01, https://viz.measurementlab.net/location/nausny?aggr=month&isps=AS15003&start=2013-08-01&end=2016-12-01
371, AS18621, na, 2015-05-01, 2019-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS18621&start=2014-05-01&end=2019-04-01
371, AS20115, nausmibirchrun, 2016-03-01, 2019-04-01, https://viz.measurementlab.net/location/nausmibirchrun?aggr=month&isps=AS20115&start=2015-03-01&end=2019-04-01
371, AS29831, na, 2013-04-01, 2019-02-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS29831&start=2012-04-01&end=2019-02-01
371, AS33070, naustxsanantonio, 2012-11-01, 2017-10-01, https://viz.measurementlab.net/location/naustxsanantonio?aggr=month&isps=AS33070&start=2011-11-01&end=2017-10-01
371, AS36786, naca, 2016-06-01, 2019-04-01, https://viz.measurementlab.net/location/naca?aggr=month&isps=AS36786&start=2015-06-01&end=2019-04-01
371, AS5090, nausarrussellville, 2017-05-01, 2018-11-01, https://viz.measurementlab.net/location/nausarrussellville?aggr=month&isps=AS5090&start=2016-05-01&end=2018-11-01
371, AS53144, sabr, 2013-01-01, 2017-02-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS53144&start=2012-01-01&end=2017-02-01
371, AS5645, nacaqclaval, 2017-02-01, 2019-03-01, https://viz.measurementlab.net/location/nacaqclaval?aggr=month&isps=AS5645&start=2016-02-01&end=2019-03-01
371, AS7155, nausmd, 2014-06-01, 2017-07-01, https://viz.measurementlab.net/location/nausmd?aggr=month&isps=AS7155&start=2013-06-01&end=2017-07-01
372, AS13367x, nausnjnortharlington, 2014-11-01, 2018-11-01, https://viz.measurementlab.net/location/nausnjnortharlington?aggr=month&isps=AS13367x&start=2013-11-01&end=2018-11-01
372, AS20115, naustnmcminnville, 2013-07-01, 2017-10-01, https://viz.measurementlab.net/location/naustnmcminnville?aggr=month&isps=AS20115&start=2012-07-01&end=2017-10-01
372, AS20115, naustnrogersville, 2015-06-01, 2018-02-01, https://viz.measurementlab.net/location/naustnrogersville?aggr=month&isps=AS20115&start=2014-06-01&end=2018-02-01
372, AS2497, asjp16, 2016-07-01, 2019-04-01, https://viz.measurementlab.net/location/asjp16?aggr=month&isps=AS2497&start=2015-07-01&end=2019-04-01
372, AS26949, nausalmobile, 2016-12-01, 2018-09-01, https://viz.measurementlab.net/location/nausalmobile?aggr=month&isps=AS26949&start=2015-12-01&end=2018-09-01
372, AS44514, eu, 2015-06-01, 2017-11-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS44514&start=2014-06-01&end=2017-11-01
372, AS8697, as, 2012-03-01, 2015-03-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS8697&start=2011-03-01&end=2015-03-01
373, AS10774x, nausillincolnwood, 2016-07-01, 2017-12-01, https://viz.measurementlab.net/location/nausillincolnwood?aggr=month&isps=AS10774x&start=2015-07-01&end=2017-12-01
373, AS11773, naus, 2016-07-01, 2019-03-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS11773&start=2015-07-01&end=2019-03-01
373, AS12044, naus, 2015-06-01, 2017-05-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS12044&start=2014-06-01&end=2017-05-01
373, AS15169, na, 2011-01-01, 2013-07-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS15169&start=2010-01-01&end=2013-07-01
373, AS18794, nausnj, 2015-07-01, 2019-03-01, https://viz.measurementlab.net/location/nausnj?aggr=month&isps=AS18794&start=2014-07-01&end=2019-03-01
373, AS20077, naustx, 2017-03-01, 2018-10-01, https://viz.measurementlab.net/location/naustx?aggr=month&isps=AS20077&start=2016-03-01&end=2018-10-01
373, AS201997, eu, 2017-01-01, 2019-02-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS201997&start=2016-01-01&end=2019-02-01
373, AS20413, naus, 2017-05-01, 2019-03-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS20413&start=2016-05-01&end=2019-03-01
373, AS29946, nauswylyman, 2015-05-01, 2019-04-01, https://viz.measurementlab.net/location/nauswylyman?aggr=month&isps=AS29946&start=2014-05-01&end=2019-04-01
373, AS34056, euua12, 2014-06-01, 2017-07-01, https://viz.measurementlab.net/location/euua12?aggr=month&isps=AS34056&start=2013-06-01&end=2017-07-01
373, AS7996, nausoh, 2017-09-01, 2019-02-01, https://viz.measurementlab.net/location/nausoh?aggr=month&isps=AS7996&start=2016-09-01&end=2019-02-01
374, AS11486x, nausmaeasthampton, 2015-09-01, 2019-01-01, https://viz.measurementlab.net/location/nausmaeasthampton?aggr=month&isps=AS11486x&start=2014-09-01&end=2019-01-01
374, AS13367x, nausilrochelle, 2016-04-01, 2018-04-01, https://viz.measurementlab.net/location/nausilrochelle?aggr=month&isps=AS13367x&start=2015-04-01&end=2018-04-01
374, AS20115, naustncamden, 2016-01-01, 2018-11-01, https://viz.measurementlab.net/location/naustncamden?aggr=month&isps=AS20115&start=2015-01-01&end=2018-11-01
374, AS2152, nauscamodesto, 2013-08-01, 2018-04-01, https://viz.measurementlab.net/location/nauscamodesto?aggr=month&isps=AS2152&start=2012-08-01&end=2018-04-01
374, AS22759x, nauscacolfax, 2012-03-01, 2019-01-01, https://viz.measurementlab.net/location/nauscacolfax?aggr=month&isps=AS22759x&start=2011-03-01&end=2019-01-01
374, AS36817, naca, 2012-11-01, 2015-01-01, https://viz.measurementlab.net/location/naca?aggr=month&isps=AS36817&start=2011-11-01&end=2015-01-01
374, AS393249, nacabc, 2011-04-01, 2013-05-01, https://viz.measurementlab.net/location/nacabc?aggr=month&isps=AS393249&start=2010-04-01&end=2013-05-01
374, AS47956, as, 2014-02-01, 2017-01-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS47956&start=2013-02-01&end=2017-01-01
374, AS50147, eu, 2013-07-01, 2016-06-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS50147&start=2012-07-01&end=2016-06-01
374, AS8416, eu, 2014-10-01, 2016-10-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS8416&start=2013-10-01&end=2016-10-01
374, AS9971, askr11seoul, 2012-05-01, 2014-05-01, https://viz.measurementlab.net/location/askr11seoul?aggr=month&isps=AS9971&start=2011-05-01&end=2014-05-01
375, AS10753x, naustx, 2012-05-01, 2014-12-01, https://viz.measurementlab.net/location/naustx?aggr=month&isps=AS10753x&start=2011-05-01&end=2014-12-01
375, AS13367x, nausmaframingham, 2012-07-01, 2016-03-01, https://viz.measurementlab.net/location/nausmaframingham?aggr=month&isps=AS13367x&start=2011-07-01&end=2016-03-01
375, AS198002, eu, 2017-09-01, 2019-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS198002&start=2016-09-01&end=2019-04-01
375, AS20115, nausmnredwing, 2016-05-01, 2018-07-01, https://viz.measurementlab.net/location/nausmnredwing?aggr=month&isps=AS20115&start=2015-05-01&end=2018-07-01
375, AS26127x, nausohjackson, 2014-03-01, 2017-12-01, https://viz.measurementlab.net/location/nausohjackson?aggr=month&isps=AS26127x&start=2013-03-01&end=2017-12-01
375, AS26463, naus, 2014-05-01, 2019-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS26463&start=2013-05-01&end=2019-04-01
375, AS3257, na, 2011-07-01, 2014-02-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS3257&start=2010-07-01&end=2014-02-01
375, AS34359, eu, 2016-05-01, 2019-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS34359&start=2015-05-01&end=2019-04-01
375, AS8, naus, 2015-06-01, 2017-07-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS8&start=2014-06-01&end=2017-07-01
376, AS12963, eu, 2016-07-01, 2018-10-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS12963&start=2015-07-01&end=2018-10-01
376, AS132137, asin, 2013-10-01, 2017-09-01, https://viz.measurementlab.net/location/asin?aggr=month&isps=AS132137&start=2012-10-01&end=2017-09-01
376, AS20115, nauswitomah, 2016-06-01, 2018-05-01, https://viz.measurementlab.net/location/nauswitomah?aggr=month&isps=AS20115&start=2015-06-01&end=2018-05-01
376, AS251, eunl, 2013-08-01, 2015-09-01, https://viz.measurementlab.net/location/eunl?aggr=month&isps=AS251&start=2012-08-01&end=2015-09-01
376, AS44300, euru, 2016-02-01, 2018-02-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS44300&start=2015-02-01&end=2018-02-01
376, AS46408, navc, 2012-04-01, 2014-06-01, https://viz.measurementlab.net/location/navc?aggr=month&isps=AS46408&start=2011-04-01&end=2014-06-01
377, AS13367x, nausmisaintclair, 2017-06-01, 2018-12-01, https://viz.measurementlab.net/location/nausmisaintclair?aggr=month&isps=AS13367x&start=2016-06-01&end=2018-12-01
377, AS2497, asjp29, 2017-05-01, 2019-04-01, https://viz.measurementlab.net/location/asjp29?aggr=month&isps=AS2497&start=2016-05-01&end=2019-04-01
377, AS30211, nausmt, 2012-10-01, 2017-06-01, https://viz.measurementlab.net/location/nausmt?aggr=month&isps=AS30211&start=2011-10-01&end=2017-06-01
377, AS33632, nausky, 2017-03-01, 2019-03-01, https://viz.measurementlab.net/location/nausky?aggr=month&isps=AS33632&start=2016-03-01&end=2019-03-01
377, AS34306, af, 2012-10-01, 2014-05-01, https://viz.measurementlab.net/location/af?aggr=month&isps=AS34306&start=2011-10-01&end=2014-05-01
377, AS38680, askr11, 2016-05-01, 2018-07-01, https://viz.measurementlab.net/location/askr11?aggr=month&isps=AS38680&start=2015-05-01&end=2018-07-01
377, AS394399, nausoh, 2017-07-01, 2019-03-01, https://viz.measurementlab.net/location/nausoh?aggr=month&isps=AS394399&start=2016-07-01&end=2019-03-01
377, AS61360, euru, 2014-09-01, 2018-03-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS61360&start=2013-09-01&end=2018-03-01
377, AS6598, naus, 2014-06-01, 2018-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS6598&start=2013-06-01&end=2018-04-01
378, AS10774x, nauskylawrenceburg, 2015-05-01, 2018-05-01, https://viz.measurementlab.net/location/nauskylawrenceburg?aggr=month&isps=AS10774x&start=2014-05-01&end=2018-05-01
378, AS10796x, nausnyglensfalls, 2013-12-01, 2017-12-01, https://viz.measurementlab.net/location/nausnyglensfalls?aggr=month&isps=AS10796x&start=2012-12-01&end=2017-12-01
378, AS12021, nacaonhamilton, 2013-06-01, 2016-11-01, https://viz.measurementlab.net/location/nacaonhamilton?aggr=month&isps=AS12021&start=2012-06-01&end=2016-11-01
378, AS13367x, nausmisaintclair, 2016-09-01, 2018-09-01, https://viz.measurementlab.net/location/nausmisaintclair?aggr=month&isps=AS13367x&start=2015-09-01&end=2018-09-01
378, AS17470, aslk, 2017-07-01, 2019-04-01, https://viz.measurementlab.net/location/aslk?aggr=month&isps=AS17470&start=2016-07-01&end=2019-04-01
378, AS20115, nauscagroverbeach, 2015-05-01, 2016-12-01, https://viz.measurementlab.net/location/nauscagroverbeach?aggr=month&isps=AS20115&start=2014-05-01&end=2016-12-01
378, AS20115, nausnctaylorsville, 2014-05-01, 2018-02-01, https://viz.measurementlab.net/location/nausnctaylorsville?aggr=month&isps=AS20115&start=2013-05-01&end=2018-02-01
378, AS22561, nauswiberlin, 2015-05-01, 2017-07-01, https://viz.measurementlab.net/location/nauswiberlin?aggr=month&isps=AS22561&start=2014-05-01&end=2017-07-01
378, AS30090, naus, 2014-04-01, 2017-03-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS30090&start=2013-04-01&end=2017-03-01
378, AS40317, naustx, 2014-03-01, 2016-01-01, https://viz.measurementlab.net/location/naustx?aggr=month&isps=AS40317&start=2013-03-01&end=2016-01-01
378, AS43314, eu, 2016-09-01, 2019-02-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS43314&start=2015-09-01&end=2019-02-01
378, AS52973, sa, 2015-04-01, 2017-04-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS52973&start=2014-04-01&end=2017-04-01
378, AS7799, nauswa, 2016-06-01, 2018-04-01, https://viz.measurementlab.net/location/nauswa?aggr=month&isps=AS7799&start=2015-06-01&end=2018-04-01
378, AS8343, euua, 2014-05-01, 2017-10-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS8343&start=2013-05-01&end=2017-10-01
378, AS9873, as, 2017-04-01, 2019-03-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS9873&start=2016-04-01&end=2019-03-01
379, AS13367x, nausmajamaicaplain, 2013-09-01, 2016-01-01, https://viz.measurementlab.net/location/nausmajamaicaplain?aggr=month&isps=AS13367x&start=2012-09-01&end=2016-01-01
379, AS13367x, nausmiromeo, 2016-08-01, 2019-02-01, https://viz.measurementlab.net/location/nausmiromeo?aggr=month&isps=AS13367x&start=2015-08-01&end=2019-02-01
379, AS197197, eu, 2014-06-01, 2018-10-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS197197&start=2013-06-01&end=2018-10-01
379, AS38809, oc, 2015-05-01, 2018-04-01, https://viz.measurementlab.net/location/oc?aggr=month&isps=AS38809&start=2014-05-01&end=2018-04-01
379, AS6870, euru, 2013-07-01, 2016-05-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS6870&start=2012-07-01&end=2016-05-01
379, AS8218, eufr, 2017-09-01, 2019-03-01, https://viz.measurementlab.net/location/eufr?aggr=month&isps=AS8218&start=2016-09-01&end=2019-03-01
380, AS10796x, nausnypennellville, 2017-02-01, 2018-10-01, https://viz.measurementlab.net/location/nausnypennellville?aggr=month&isps=AS10796x&start=2016-02-01&end=2018-10-01
380, AS10796x, nauswiracine, 2012-05-01, 2015-12-01, https://viz.measurementlab.net/location/nauswiracine?aggr=month&isps=AS10796x&start=2011-05-01&end=2015-12-01
380, AS12767, eucz52, 2013-07-01, 2017-03-01, https://viz.measurementlab.net/location/eucz52?aggr=month&isps=AS12767&start=2012-07-01&end=2017-03-01
380, AS198144, eues, 2015-08-01, 2018-07-01, https://viz.measurementlab.net/location/eues?aggr=month&isps=AS198144&start=2014-08-01&end=2018-07-01
380, AS263064, sa, 2014-06-01, 2018-06-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS263064&start=2013-06-01&end=2018-06-01
380, AS263080, sa, 2016-06-01, 2018-04-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS263080&start=2015-06-01&end=2018-04-01
380, AS29831, nausco, 2013-03-01, 2019-03-01, https://viz.measurementlab.net/location/nausco?aggr=month&isps=AS29831&start=2012-03-01&end=2019-03-01
380, AS36786, nacaqc, 2016-06-01, 2019-01-01, https://viz.measurementlab.net/location/nacaqc?aggr=month&isps=AS36786&start=2015-06-01&end=2019-01-01
380, AS46687, nausmsnewalbany, 2013-12-01, 2018-06-01, https://viz.measurementlab.net/location/nausmsnewalbany?aggr=month&isps=AS46687&start=2012-12-01&end=2018-06-01
380, AS47331, eutr45, 2013-11-01, 2017-07-01, https://viz.measurementlab.net/location/eutr45?aggr=month&isps=AS47331&start=2012-11-01&end=2017-07-01
380, AS53171, sabr, 2012-11-01, 2018-02-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS53171&start=2011-11-01&end=2018-02-01
380, AS7029, nausncchinagrove, 2016-03-01, 2018-12-01, https://viz.measurementlab.net/location/nausncchinagrove?aggr=month&isps=AS7029&start=2015-03-01&end=2018-12-01
380, AS8059, na, 2017-01-01, 2019-03-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS8059&start=2016-01-01&end=2019-03-01
381, AS11260, nacanstusket, 2017-04-01, 2018-12-01, https://viz.measurementlab.net/location/nacanstusket?aggr=month&isps=AS11260&start=2016-04-01&end=2018-12-01
381, AS13367x, nausmasoutheaston, 2015-12-01, 2017-06-01, https://viz.measurementlab.net/location/nausmasoutheaston?aggr=month&isps=AS13367x&start=2014-12-01&end=2017-06-01
381, AS13367x, nausmihartland, 2015-12-01, 2018-03-01, https://viz.measurementlab.net/location/nausmihartland?aggr=month&isps=AS13367x&start=2014-12-01&end=2018-03-01
381, AS15461, euua, 2016-03-01, 2019-04-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS15461&start=2015-03-01&end=2019-04-01
